# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59377.50,-17.33,7.32,o,3
59380.48,6.67,6.93,c,3
59382.48,1.50,6.40,o,4
59384.48,-14.67,14.70,c,3
59386.95,-5.00,11.60,o,8
59388.43,-12.75,9.16,o,4
59395.01,-2.50,5.18,o,8
59396.50,5.00,5.64,o,4
59400.50,4.60,6.66,o,5
59402.49,-13.50,5.26,c,4
59404.49,-1.00,5.52,o,4
59406.44,-1.00,5.00,c,4
59408.49,5.00,5.00,o,4
59409.51,-17.00,12.76,c,3
59412.46,9.50,5.90,o,4
59413.49,-7.00,6.16,c,3
59414.59,-20.40,6.73,o,5
59416.37,14.67,84.46,o,3
59421.53,8.33,16.77,o,3
59424.89,1.12,4.48,o,8
59426.45,5.50,6.25,o,4
59427.41,-2.75,4.15,c,4
59428.44,19.25,4.26,c,4
59429.44,18.00,8.51,o,2
59432.45,-2.25,3.88,c,4
59434.43,7.00,6.51,o,4
59436.40,3.67,4.82,c,3
59438.39,2.00,6.89,o,4
59440.43,6.00,7.07,c,2
59441.43,11.50,6.91,o,4
59442.78,-4.14,6.03,o,7
59444.39,1.00,7.76,o,4
59448.43,-30.25,14.40,o,4
59450.91,-10.75,7.09,o,8
59452.37,-1.00,6.98,o,3
