,ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
98,42238,SN 2019mce,15:02:36.070,+05:09:22.97,SN IIn,0.072,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS19qsu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",P200 - DBSP,1,1,,19.518,cyan-ATLAS,2019-07-30 07:33:36.000,ATLAS_Bot1,,2019TNSTR1373....1T,2019TNSCR1766....1F,
99,42026,SN 2019lub,20:23:00.754,-49:31:14.95,SN IIn,0.066,,,ATLAS,ATLAS,ePESSTO+,ATLAS,ATLAS19pvd,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,18.801,orange-ATLAS,2019-07-25 09:34:33.000,ATLAS_Bot1,,2019TNSTR1327....1T,2019TNSCR1379....1A,
100,41338,SN 2019kud,14:44:29.730,+33:59:10.03,SN IIn,0.032412,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS19orj,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2",P60 - SEDM,1,1,,18.977,orange-ATLAS,2019-07-07 08:34:04.000,ATLAS_Bot1,,2019TNSTR1168....1T,2019TNSCR1215....1D,
101,40933,SN 2019kep,01:10:20.430,-09:34:29.06,SN IIn,0.02388,,,"ATLAS, ZTF, GaiaAlerts, Pan-STARRS","ATLAS, ZTF, GaiaAlerts, Pan-STARRS",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS19oil,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P200 - DBSP,1,1,,18.049,cyan-ATLAS,2019-07-02 14:13:55.000,ATLAS_Bot1,,2019TNSTR1130....1T,2019TNSCR1774....1F,
102,39591,SN 2019ifr,21:59:18.542,-06:59:37.80,SN IIn,0.058093,,,"ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF",TCD,ATLAS; Pan-STARRS; ZTF,ATLAS19nue,"ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2",LT - SPRAT,1,1,,19.144,orange-ATLAS,2019-06-26 13:03:21.000,ATLAS_Bot1,,2019TNSTR1083....1T,2019TNSCR1104....1P,
103,35208,SN 2019bwb,10:48:26.400,-45:41:31.20,SN IIn,0.02,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",ePESSTO,ATLAS; GaiaAlerts,ATLAS19dzi,"ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.285,orange-ATLAS,2019-03-17 10:01:55.000,ATLAS_Bot1,,2019TNSTR.399....1T,2019TNSCR.417....1B,
104,34377,SN 2019aqo,12:49:21.870,+48:00:10.30,SN IIn,0.058,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS19deo,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",,1,1,,19.05,orange-ATLAS,2019-02-08 14:45:36.000,ATLAS_Bot1,,2019TNSTR.217....1T,2020TNSCR2634....1Y,
105,33525,SN 2019lr,08:12:34.850,-20:27:38.46,SN IIn,0.054,,,"ATLAS, ZTF","ATLAS, ZTF",,ATLAS; ZTF,ATLAS19anu,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.093,cyan-ATLAS,2019-01-02 12:43:12.000,ATLAS_Bot1,,2019TNSTR..55....1T,2019TNSCR..93....1P,
106,31876,SN 2018jmn,09:39:36.277,+30:12:41.70,SN IIn,0.09,,,ATLAS,ATLAS,ZTF,ATLAS,ATLAS18baig,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01",,1,1,,19.427,cyan-ATLAS,2018-12-03 14:22:33.000,ATLAS_Bot1,,2018TNSTR1884....1T,2020TNSCR2635....1Y,
107,31641,SN 2018jdo,02:17:48.710,+35:48:29.14,SN IIn,0.039,,,"ATLAS, ZTF","ATLAS, ZTF",ZTF,ATLAS; ZTF,ATLAS18znn,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam",,1,1,,18.709,orange-ATLAS,2018-11-27 09:47:31.000,ATLAS_Bot1,,2018TNSTR1830....1T,2018TNSCR1886....1F,
108,31064,SN 2018ihm,18:44:14.010,+32:07:39.00,SN IIn,0.055,,,"ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS18yrh,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam",,1,1,,18.32,cyan-ATLAS,2018-11-09 05:52:48.000,ATLAS_Bot1,,2018TNSTR1746....1T,2018TNSCR1870....1F,
109,30582,SN 2018hpb,22:01:34.510,-17:27:45.18,SN IIn,0.0177,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF",ASAS-SN,ATLAS; GaiaAlerts; ZTF,ATLAS18yaz,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",MDM-2.4 - OSMOS,1,1,,17.149,orange-ATLAS,2018-10-25 08:55:40.000,ATLAS_Bot1,,2018TNSTR1648....1T,2018TNSCR1770....1B,
110,29605,SN 2018gea,00:56:20.696,-09:34:59.94,SN IIn,0.103,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",ePESSTO,ATLAS; Pan-STARRS,ATLAS18uxz,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.652,orange-ATLAS,2018-09-09 13:19:12.000,ATLAS_Bot1,,2018TNSTR1342....1T,"2018TNSCR1410....1G, 2018TNSCR2169....1B",
111,28920,SN 2018fdt,17:04:44.335,+38:14:07.98,SN IIn,0.055,,,"ATLAS, GaiaAlerts, ZTF","ATLAS, GaiaAlerts, ZTF",ZTF,ATLAS; GaiaAlerts; ZTF,ATLAS18tuy,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.458,cyan-ATLAS,2018-08-14 08:22:33.000,ATLAS_Bot1,,2018TNSTR1186....1T,2018TNSCR1221....1F,
112,27143,SN 2018cnv,22:49:27.991,-24:23:00.49,SN IIn,0.047,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",,ATLAS; Pan-STARRS,ATLAS18qjm,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1",SOAR - Goodman,1,1,,18.157,cyan-ATLAS,2018-06-12 13:59:31.000,ATLAS_Bot1,,2018TNSTR.829....1T,2018TNSCR.854....1P,
113,26686,SN 2018bwr,15:28:26.170,+08:48:22.14,SN IIn,0.046,,,"ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS18ppb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.585,cyan-ATLAS,2018-05-21 10:58:04.000,ATLAS_Bot1,,2018TNSTR.695....1T,2018TNSCR.762....1F,
114,26240,SN 2018bih,18:30:43.850,+42:21:44.35,SN IIn,0.044,,,"ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ATLAS, GaiaAlerts, Pan-STARRS, ZTF",ZTF,ATLAS; GaiaAlerts; Pan-STARRS; ZTF,ATLAS18ofo,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.919,orange-ATLAS,2018-05-06 13:46:33.000,ATLAS_Bot1,,2018TNSTR.609....1T,2018TNSCR.892....1F,
115,23474,SN 2017ijn,09:41:30.920,-11:11:58.20,SN IIn,0.05,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",,ATLAS; GaiaAlerts,ATLAS17nhp,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric",SOAR - Goodman,1,1,,18.224,orange-ATLAS,2017-11-15 13:30:43.000,ATLAS_Bot1,,2017TNSTR1293....1T,2017TNSCR1331....1P,
116,22605,SN 2017hcd,01:42:51.850,+31:28:56.57,SN IIn,0.035,,,"ATLAS, Pan-STARRS, GaiaAlerts, SKYS","ATLAS, Pan-STARRS, GaiaAlerts, SKYS",,ATLAS; GaiaAlerts; Pan-STARRS; SKYS,ATLAS17lui,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other, PS1 - GPC1",Other - Other,1,1,,18.634,orange-ATLAS,2017-10-01 11:32:38.000,ATLAS_Bot1,,2017TNSTR1070....1T,2017TNSCR1308....1X,
117,22604,SN 2017hcc,00:03:50.590,-11:28:28.60,SN IIn,0.0173,,,"ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS",ASAS-SN,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS17lsn,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1",FTS - FLOYDS-S,1,1,,17.444,orange-ATLAS,2017-10-02 09:04:19.000,ATLAS_Bot1,,2017TNSTR1070....1T,2017TNSCR1103....1D,
118,22421,SN 2017gvb,08:04:42.380,+61:31:38.53,SN IIn,0.030344,,,"ATLAS, GaiaAlerts, DLT40","ATLAS, GaiaAlerts, DLT40",NUTS,ATLAS; DLT40; GaiaAlerts,ATLAS17ldj,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, Other - Other",NOT - ALFOSC,1,1,,17.79,orange-ATLAS,2017-09-18 14:54:14.000,ATLAS_Bot1,,2017TNSTR1016....1T,2019TNSCR.524....1D,
119,22041,SN 2017gir,01:39:44.860,-23:15:17.17,SN IIn,0.164,,,"ATLAS, Pan-STARRS, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts",ePESSTO,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS17jsb,"ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.27,orange-ATLAS,2017-08-14 14:19:40.000,ATLAS_Bot1,,2017TNSTR.924....1T,2017TNSCR.931....1L,
120,21150,SN 2017fav,14:32:06.157,+21:49:58.69,SN IIn,0.046,,,ATLAS,ATLAS,,ATLAS,ATLAS17hrf,ATLAS-MLO - ATLAS-01,Lick-3m - KAST,1,1,,18.42,orange-ATLAS,2017-06-28 08:18:14.000,ATLAS_Bot1,,2017TNSTR.709....1T,2017TNSCR.745....1P,
121,20024,SN 2017djq,13:11:33.070,-19:09:22.75,SN IIn,0.068,,,"ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS",ePESSTO,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS17eyv,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.67,cyan-ATLAS,2017-04-28 10:17:45.000,ATLAS_Bot1,,2017TNSTR.490....1T,2017TNSCR.500....1C,
122,19315,SN 2017cin,16:14:00.660,+26:54:58.54,SN IIn,0.033,,,"ATLAS, GaiaAlerts","ATLAS, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts,ATLAS17czh,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,18.34,orange-ATLAS,2017-03-17 14:24:00.000,ATLAS_Bot1,,2017TNSTR.336....1T,2017TNSCR.354....1O,
123,19312,SN 2017cik,07:54:13.060,+21:47:35.84,SN IIn,0.016,,,"ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS",ePESSTO,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS17czi,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.64,orange-ATLAS,2017-03-17 08:09:36.000,ATLAS_Bot1,,2017TNSTR.336....1T,2017TNSCR.474....1G,
124,19079,SN 2017bzm,13:15:04.159,-24:48:05.48,SN IIn,0.045,,,ATLAS,ATLAS,PESSTO,ATLAS,ATLAS17bnl,ATLAS-HKO - ATLAS-02,ESO-NTT - EFOSC2-NTT,1,1,,17.56,orange-ATLAS,2017-03-07 13:26:24.000,ATLAS_Bot1,,2017TNSTR.284....1T,2017TNSCR.293....1B,
125,18533,SN 2017ben,09:18:48.420,-12:15:32.51,SN IIn,0.036,,,"ATLAS, Pan-STARRS, GaiaAlerts","ATLAS, Pan-STARRS, GaiaAlerts",PESSTO,ATLAS; GaiaAlerts; Pan-STARRS,ATLAS17bdx,"ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.41,orange-ATLAS,2017-02-15 10:52:19.000,ATLAS_Bot1,,2017TNSTR.217....1T,2017TNSCR.360....1O,
126,16159,SN 2016iaf,05:47:04.831,-25:46:13.83,SN IIn,0.063,,,"ATLAS, Pan-STARRS","ATLAS, Pan-STARRS",PESSTO,ATLAS; Pan-STARRS,ATLAS16dvt,"ATLAS-HKO - ATLAS-02, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,18.88,cyan-ATLAS,2016-10-30 13:40:47.000,ATLAS_Bot1,,2016TNSTR.909....1T,2016TNSCR.932....1T,
