# MJD (average of the points included, after clipping)
# uJy (average of the points included after clipping)
# duJy (error on the average point after clipping)
# F (filter)
# n (number of points included in the stacked detection, after
# clipping)
MJD,uJy,duJy,F,n
59486.87,18.12,4.76,o,8
59488.71,20.08,3.95,o,12
59491.39,14.38,5.10,o,8
59492.80,22.78,21.33,o,9
59495.36,18.00,7.07,o,8
59496.38,13.50,8.51,o,4
59498.83,12.50,5.27,o,8
59501.30,20.25,9.65,o,4
59506.43,82.00,48.00,o,1
59508.76,33.50,8.71,o,10
59510.90,22.00,7.15,o,7
59513.32,15.25,5.01,c,4
59515.34,22.25,7.39,o,4
59517.39,3.25,4.78,c,4
59518.32,1.50,4.00,c,4
59519.31,11.25,7.26,o,4
59523.30,20.00,7.15,o,4
59527.27,-17.50,14.06,o,4
59529.27,23.25,9.79,o,4
59535.29,11.00,19.68,o,3
59537.26,0.25,12.26,o,4
59539.30,14.50,10.92,o,4
59541.30,3.75,10.07,o,4
59543.29,27.75,7.75,o,4
59544.62,17.33,4.70,o,12
59547.31,29.86,8.48,o,7
59551.26,-8.00,17.00,o,1
59563.25,13.75,12.03,o,4
59566.79,26.71,10.93,o,7
